		Uncategorised	Meaty	 Nutty	Medicinal	Chocolate	Wood	Spice	Herbaceous	 Berry	Dairy	Green	Roasted	Petrol	Floral	Caramel	Sulphur	 Tree fruit	Tropical	Marine	Earthy	Fruit like	Melon	Sour	 Citrus	Phenol	Pungent	Toasted	Smoke	Savory
547	Devilfish	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
548	Dock	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
549	Dolphin fish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
550	Freshwater drum	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
551	Mallard duck	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
552	Freshwater eel	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
553	Elk	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.09	0.06	0.0
554	Emu	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.09	0.06	0.0
555	Oregon yampah	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
556	European anchovy	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
557	European chestnut	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
558	Turbot	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.09	0.06	0.0
559	Fireweed	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
560	Florida pompano	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
561	Ginkgo nuts	0.28	0.05	0.25	0.14	0.15	0.13	0.18	0.1	0.13	0.1	0.23	0.04	0.2	0.31	0.28	0.07	0.14	0.08	0.22	0.13	0.0	0.06	0.21	0.17	0.15	0.22	0.09	0.06	0.0
562	Greylag goose	0.01	0.05	0.25	0.14	0.15	0.13	0.18	0.1	0.13	0.0	0.0	0.04	0.2	0.31	0.28	0.07	0.14	0.08	0.22	0.13	0.0	0.06	0.07	0.17	0.15	0.22	0.09	0.06	0.0
563	Greenland halibut	0.01	0.05	0.25	0.14	0.15	0.13	0.18	0.1	0.13	0.0	0.0	0.04	0.2	0.31	0.28	0.07	0.14	0.08	0.22	0.13	0.0	0.06	0.07	0.17	0.15	0.22	0.09	0.06	0.0
564	Groundcherry	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.09	0.06	0.0
565	Grouper	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.09	0.06	0.0
566	Haddock	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.09	0.06	0.0
567	Hippoglossus	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.09	0.06	0.0
568	Horse	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.09	0.06	0.0
569	Hyacinth bean	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
570	Irish moss	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
571	Pacific jack mackerel	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
572	Japanese chestnut	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
573	Jerusalem artichoke	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.09	0.06	0.0
574	Jujube	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
575	Jute	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
576	Kale	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.09	0.06	0.0
577	King mackerel	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.09	0.06	0.0
578	Lambsquarters	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.06	0.2	0.04	0.0	0.25	0.25	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
579	Leather chiton	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.06	0.0	0.04	0.0	0.25	0.25	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
580	Common ling	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.25	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.09	0.06	0.0
581	Lingcod	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.25	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.09	0.06	0.0
582	White lupine	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
583	Malabar spinach	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
584	Mammee apple	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
585	Purple mangosteen	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.1	0.11	0.0	0.21	0.04	0.0	0.25	0.25	0.07	0.13	0.07	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
586	Alpine sweetvetch	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
587	Milkfish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
588	Monkfish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
589	Moose	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
590	Moth bean	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
591	Mountain yam	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
592	Striped mullet	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
593	Muskrat	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
594	New Zealand spinach	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
595	Nopal	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
596	Ocean pout	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
597	North Pacific giant octopus	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
598	Ohelo berry	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
600	Opossum	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
601	Ostrich	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.09	0.06	0.0
602	Spotted seal	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.09	0.06	0.0
603	Pacific herring	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.09	0.06	0.0
604	Pacific rockfish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.09	0.06	0.0
606	Common persimmon	0.25	0.05	0.25	0.13	0.15	0.09	0.18	0.1	0.11	0.03	0.22	0.05	0.2	0.27	0.26	0.09	0.15	0.07	0.17	0.14	0.0	0.06	0.21	0.18	0.12	0.22	0.09	0.06	0.0
607	Pheasant	0.01	0.05	0.25	0.13	0.15	0.09	0.18	0.1	0.11	0.0	0.0	0.05	0.2	0.27	0.26	0.09	0.15	0.07	0.17	0.14	0.0	0.06	0.07	0.18	0.12	0.22	0.09	0.06	0.0
608	Northern pike	0.01	0.05	0.25	0.13	0.15	0.09	0.18	0.1	0.11	0.0	0.0	0.05	0.2	0.27	0.26	0.09	0.15	0.07	0.17	0.14	0.0	0.06	0.07	0.18	0.12	0.22	0.09	0.06	0.0
609	Pili nut	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
610	Colorado pinyon	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
611	Pitanga	0.24	0.03	0.23	0.14	0.15	0.04	0.16	0.11	0.1	0.0	0.21	0.04	0.0	0.27	0.26	0.07	0.13	0.06	0.17	0.11	0.0	0.06	0.21	0.17	0.12	0.22	0.09	0.06	0.0
612	French plantain	0.26	0.05	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.13	0.2	0.04	0.0	0.25	0.26	0.07	0.12	0.07	0.28	0.11	0.0	0.06	0.43	0.15	0.12	0.22	0.09	0.06	0.0
613	American pokeweed	0.24	0.03	0.23	0.13	0.15	0.07	0.2	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.25	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
614	Polar bear	0.0	0.03	0.23	0.13	0.15	0.07	0.2	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.25	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
615	Prairie turnip	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
616	Quinoa	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.09	0.06	0.0
617	European rabbit	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.09	0.06	0.0
618	Raccoon	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.09	0.06	0.0
619	Rainbow smelt	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.09	0.06	0.0
620	Rainbow trout	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.09	0.06	0.0
621	Malabar plum	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.09	0.06	0.0
622	Rose hip	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.09	0.06	0.0
623	Roselle	0.3	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.1	0.3	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.21	0.3	0.12	0.24	0.0	0.06	0.0
624	Orange roughy	0.0	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.0	0.0	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.0	0.3	0.12	0.24	0.0	0.06	0.0
625	Sablefish	0.0	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.0	0.0	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.0	0.3	0.12	0.24	0.0	0.06	0.0
626	Pink salmon	0.01	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.0	0.0	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.0	0.3	0.12	0.24	0.0	0.06	0.0
627	Chum salmon	0.01	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.0	0.0	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.0	0.3	0.12	0.24	0.0	0.06	0.0
628	Coho salmon	0.0	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.0	0.0	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.0	0.3	0.12	0.24	0.0	0.06	0.0
629	Sockeye salmon	0.01	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.0	0.0	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.0	0.3	0.12	0.24	0.0	0.06	0.0
630	Chinook salmon	0.01	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.0	0.0	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.0	0.3	0.12	0.24	0.0	0.06	0.0
631	Atlantic salmon	0.01	0.03	0.31	0.23	0.19	0.15	0.29	0.16	0.12	0.0	0.0	0.05	0.0	0.32	0.31	0.07	0.15	0.07	0.22	0.2	0.0	0.06	0.0	0.3	0.12	0.24	0.0	0.06	0.0
632	Salmonberry	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.06	0.2	0.04	0.0	0.25	0.25	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
633	Common salsify	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
634	Spanish mackerel	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
635	Pacific sardine	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
636	Scup	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
637	Sea cucumber	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
638	Steller sea lion	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
639	Bearded seal	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
640	Ringed seal	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
641	Sea trout	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
642	Sesbania flower	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
643	American shad	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
644	Shark	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
645	Sheefish	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
646	Sheepshead	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
647	Hedge mustard	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
648	Snapper	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
649	Spelt	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.0	0.06	0.0
650	Spirulina	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
651	Squab	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
652	Squirrel	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
653	Greater sturgeon	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
654	White sucker	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
655	Pumpkinseed sunfish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
656	Swordfish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
657	Taro	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
658	Teff	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.0	0.06	0.0
659	Tilefish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.0	0.06	0.0
